Datetime,AT_CH_MWh,DE_CH_MWh,FR_CH_MWh,IT_CH_MWh,CH_AT_MWh,CH_DE_MWh,CH_FR_MWh,CH_IT_MWh,Nettoimport
2017-01-01T00:00:00+0100,793,2953,0,1110,0,566,1451,0,2839
2017-01-01T01:00:00+0100,897,2969,0,1027,0,462,1174,0,3257
2017-01-01T02:00:00+0100,893,3557,0,963,0,621,1100,0,3692
2017-01-01T03:00:00+0100,981,3599,0,5,0,386,437,63,3699
2017-01-01T04:00:00+0100,1112,3859,0,0,0,442,391,519,3619
2017-01-01T05:00:00+0100,1118,3687,0,0,0,377,352,503,3573
2017-01-01T06:00:00+0100,1066,3503,0,0,0,391,464,462,3252
2017-01-01T07:00:00+0100,944,3685,0,0,0,480,659,625,2865
2017-01-01T08:00:00+0100,877,4113,0,0,0,573,498,462,3457
2017-01-01T09:00:00+0100,932,4303,0,0,0,614,695,520,3406
2017-01-01T10:00:00+0100,909,4222,0,0,0,648,952,253,3278
2017-01-01T11:00:00+0100,843,3659,0,0,0,553,1166,76,2707
2017-01-01T12:00:00+0100,849,3482,0,762,0,609,1180,0,3304
2017-01-01T13:00:00+0100,836,3388,0,816,0,650,1158,0,3232
2017-01-01T14:00:00+0100,930,3305,0,281,0,638,1350,0,2528
2017-01-01T15:00:00+0100,1134,3292,0,71,0,612,1182,0,2703
2017-01-01T16:00:00+0100,1084,3082,0,482,0,562,831,0,3255
2017-01-01T17:00:00+0100,1273,3418,0,182,0,642,1022,0,3209
2017-01-01T18:00:00+0100,1320,3078,0,411,0,704,1829,0,2276
2017-01-01T19:00:00+0100,1111,2860,0,510,0,737,2067,0,1677
2017-01-01T20:00:00+0100,1054,3171,0,576,0,695,1629,0,2477
2017-01-01T21:00:00+0100,958,3249,0,320,0,654,1453,0,2420
2017-01-01T22:00:00+0100,984,3095,0,894,0,631,1502,0,2840
2017-01-01T23:00:00+0100,921,3407,0,1161,0,663,1126,0,3700
2017-01-02T00:00:00+0100,476,2476,0,1493,0,371,531,0,3543
2017-01-02T01:00:00+0100,582,2936,0,1032,0,422,114,0,4014
2017-01-02T02:00:00+0100,542,2989,23,847,0,376,0,0,4025
2017-01-02T03:00:00+0100,620,3109,349,357,0,358,0,0,4077
2017-01-02T04:00:00+0100,694,3241,333,131,0,399,0,0,4000
2017-01-02T05:00:00+0100,640,3223,416,45,0,343,0,0,3981
2017-01-02T06:00:00+0100,440,3088,52,226,0,430,0,0,3376
2017-01-02T07:00:00+0100,263,2706,0,358,0,391,561,0,2375
2017-01-02T08:00:00+0100,285,2633,0,225,0,546,1373,0,1224
2017-01-02T09:00:00+0100,507,2903,0,250,0,635,1491,0,1534
2017-01-02T10:00:00+0100,595,2699,0,506,0,656,1536,0,1608
2017-01-02T11:00:00+0100,709,2404,0,509,0,629,1592,0,1401
2017-01-02T12:00:00+0100,662,2366,0,953,0,597,1597,0,1787
2017-01-02T13:00:00+0100,466,1888,0,950,0,517,1610,0,1177
2017-01-02T14:00:00+0100,661,2249,0,600,0,520,1473,0,1517
2017-01-02T15:00:00+0100,820,2662,0,319,0,491,713,0,2597
2017-01-02T16:00:00+0100,933,2773,0,0,0,431,805,466,2004
2017-01-02T17:00:00+0100,528,2053,0,0,0,411,1110,562,498
2017-01-02T18:00:00+0100,437,1874,0,127,0,396,1289,0,753
2017-01-02T19:00:00+0100,353,2296,0,195,0,488,1435,0,921
2017-01-02T20:00:00+0100,298,2739,0,0,0,477,1290,118,1152
2017-01-02T21:00:00+0100,503,3278,0,355,0,577,1047,0,2512
2017-01-02T22:00:00+0100,665,3450,0,645,0,601,889,0,3270
2017-01-02T23:00:00+0100,654,2920,0,992,0,463,910,0,3193
2017-01-03T00:00:00+0100,588,2727,0,1515,0,396,386,0,4048
2017-01-03T01:00:00+0100,597,2962,0,1534,0,419,262,0,4412
2017-01-03T02:00:00+0100,557,3194,0,1297,0,427,207,0,4414
2017-01-03T03:00:00+0100,611,3646,0,913,0,496,277,0,4397
2017-01-03T04:00:00+0100,563,3478,11,649,0,426,0,0,4275
2017-01-03T05:00:00+0100,488,3179,128,1085,0,417,0,0,4463
2017-01-03T06:00:00+0100,569,3093,0,1138,0,499,446,0,3855
2017-01-03T07:00:00+0100,135,2484,0,1301,0,551,1103,0,2266
2017-01-03T08:00:00+0100,269,2269,0,1076,0,594,1336,0,1684
2017-01-03T09:00:00+0100,281,2153,0,1141,0,603,1319,0,1653
2017-01-03T10:00:00+0100,32,2059,0,1315,0,548,1088,0,1770
2017-01-03T11:00:00+0100,0,1863,0,1644,204,529,1186,0,1588
2017-01-03T12:00:00+0100,0,1795,0,2113,255,514,1277,0,1862
2017-01-03T13:00:00+0100,0,1742,0,2129,292,484,1388,0,1707
2017-01-03T14:00:00+0100,0,1852,0,2104,234,483,1279,0,1960
2017-01-03T15:00:00+0100,0,1760,0,1970,164,392,1078,0,2096
2017-01-03T16:00:00+0100,0,1737,0,1478,186,383,1129,0,1517
2017-01-03T17:00:00+0100,0,1518,0,889,261,459,1568,0,119
2017-01-03T18:00:00+0100,0,1322,0,1040,523,477,1558,0,-196
2017-01-03T19:00:00+0100,0,1503,0,986,510,491,1473,0,15
2017-01-03T20:00:00+0100,0,2009,0,1125,443,415,907,0,1369
2017-01-03T21:00:00+0100,0,2121,0,1629,187,497,1273,0,1793
2017-01-03T22:00:00+0100,0,2385,0,1645,144,556,1339,0,1991
2017-01-03T23:00:00+0100,0,1958,0,1757,107,383,1376,0,1849
2017-01-04T00:00:00+0100,115,2400,0,1271,0,379,1114,0,2293
2017-01-04T01:00:00+0100,385,2738,0,1397,0,389,708,0,3423
2017-01-04T02:00:00+0100,375,2835,0,1393,0,369,270,0,3964
2017-01-04T03:00:00+0100,431,3239,232,702,0,439,0,0,4165
2017-01-04T04:00:00+0100,517,3042,328,558,0,345,0,0,4100
2017-01-04T05:00:00+0100,352,2530,0,1327,0,303,307,0,3599
2017-01-04T06:00:00+0100,26,2753,0,616,0,384,883,0,2128
2017-01-04T07:00:00+0100,0,2224,0,1120,246,456,1363,0,1279
2017-01-04T08:00:00+0100,0,2159,0,1043,92,528,1376,0,1206
2017-01-04T09:00:00+0100,0,1957,0,1380,196,524,1317,0,1300
2017-01-04T10:00:00+0100,0,1920,0,1376,282,504,1235,0,1275
2017-01-04T11:00:00+0100,0,1751,0,1633,295,480,1172,0,1437
2017-01-04T12:00:00+0100,0,1547,0,2217,263,437,1110,0,1954
2017-01-04T13:00:00+0100,0,1662,0,2090,348,383,1114,0,1907
2017-01-04T14:00:00+0100,0,1946,0,1980,210,398,966,0,2352
2017-01-04T15:00:00+0100,0,1925,0,1526,2,304,810,0,2335
2017-01-04T16:00:00+0100,0,2088,0,1033,3,335,814,0,1969
2017-01-04T17:00:00+0100,149,1808,0,647,0,414,1136,0,1054
2017-01-04T18:00:00+0100,0,1581,0,1070,104,471,1286,0,790
2017-01-04T19:00:00+0100,0,1459,0,1283,179,384,1314,0,865
2017-01-04T20:00:00+0100,0,1543,0,1207,188,323,1329,0,910
2017-01-04T21:00:00+0100,0,2105,0,1327,85,392,1233,0,1722
2017-01-04T22:00:00+0100,0,2217,0,1525,67,469,1283,0,1923
2017-01-04T23:00:00+0100,265,3006,0,1114,0,591,1434,0,2360
2017-01-05T00:00:00+0100,805,3981,0,656,0,632,510,0,4300
2017-01-05T01:00:00+0100,1041,4123,0,465,0,600,392,0,4637
2017-01-05T02:00:00+0100,525,3327,342,893,0,430,0,0,4657
2017-01-05T03:00:00+0100,681,3394,542,556,0,383,0,0,4790
2017-01-05T04:00:00+0100,1165,4307,134,0,0,553,0,223,4830
2017-01-05T05:00:00+0100,1041,4589,289,0,0,623,0,221,5075
2017-01-05T06:00:00+0100,895,4236,0,0,0,635,345,389,3762
2017-01-05T07:00:00+0100,309,2917,0,317,0,579,1440,0,1524
2017-01-05T08:00:00+0100,176,2790,0,353,0,602,1436,0,1281
2017-01-05T09:00:00+0100,3,2418,0,469,0,540,1271,0,1079
2017-01-05T10:00:00+0100,4,2458,0,717,0,522,1209,0,1448
2017-01-05T11:00:00+0100,0,2259,0,949,146,476,1071,0,1515
2017-01-05T12:00:00+0100,0,2568,0,1382,108,484,835,0,2523
2017-01-05T13:00:00+0100,11,2571,0,1432,0,471,846,0,2697
2017-01-05T14:00:00+0100,246,2683,0,1128,0,477,823,0,2757
2017-01-05T15:00:00+0100,363,2550,0,708,0,461,936,0,2224
2017-01-05T16:00:00+0100,477,2353,0,790,0,488,1231,0,1901
2017-01-05T17:00:00+0100,395,1440,0,1126,0,447,1463,0,1051
2017-01-05T18:00:00+0100,446,1701,0,1181,0,640,1874,0,814
2017-01-05T19:00:00+0100,596,2057,0,751,0,606,1584,0,1214
2017-01-05T20:00:00+0100,832,2950,0,690,0,711,1588,0,2173
2017-01-05T21:00:00+0100,456,3017,0,607,0,528,1121,0,2431
2017-01-05T22:00:00+0100,864,3590,0,613,0,675,1312,0,3080
2017-01-05T23:00:00+0100,353,2766,0,850,0,392,721,0,2856
2017-01-06T00:00:00+0100,836,3330,0,1134,0,548,689,0,4063
2017-01-06T01:00:00+0100,857,3522,0,1208,0,576,840,0,4171
2017-01-06T02:00:00+0100,952,4200,0,1216,0,753,737,0,4878
2017-01-06T03:00:00+0100,1053,4167,0,918,0,664,471,0,5003
2017-01-06T04:00:00+0100,1139,4304,0,320,0,641,697,0,4425
2017-01-06T05:00:00+0100,1300,4535,0,317,0,700,935,0,4517
2017-01-06T06:00:00+0100,934,4261,0,397,0,789,1249,0,3554
2017-01-06T07:00:00+0100,671,3217,0,1187,0,745,1368,0,2962
2017-01-06T08:00:00+0100,738,2879,0,2140,0,759,1289,0,3709
2017-01-06T09:00:00+0100,823,3116,0,2127,0,796,1269,0,4001
2017-01-06T10:00:00+0100,775,3281,0,1544,0,756,1208,0,3636
2017-01-06T11:00:00+0100,633,3373,0,1616,0,731,986,0,3905
2017-01-06T12:00:00+0100,554,3414,0,1685,0,716,895,0,4042
2017-01-06T13:00:00+0100,709,3817,0,1321,0,767,1024,0,4056
2017-01-06T14:00:00+0100,884,3898,0,1018,0,748,1048,0,4004
2017-01-06T15:00:00+0100,917,3898,0,1075,0,768,959,0,4163
2017-01-06T16:00:00+0100,1022,3695,0,1138,0,745,860,0,4250
2017-01-06T17:00:00+0100,1043,3196,0,704,0,801,1637,0,2505
2017-01-06T18:00:00+0100,761,2690,0,754,0,658,1248,0,2299
2017-01-06T19:00:00+0100,498,2680,0,173,0,586,1076,0,1689
2017-01-06T20:00:00+0100,352,2826,0,593,0,538,838,0,2395
2017-01-06T21:00:00+0100,400,2924,0,450,0,530,752,0,2492
2017-01-06T22:00:00+0100,466,2755,0,827,0,462,827,0,2759
2017-01-06T23:00:00+0100,309,2730,0,1149,0,493,819,0,2876
2017-01-07T00:00:00+0100,516,3190,0,1395,0,557,1192,0,3352
2017-01-07T01:00:00+0100,651,3174,0,1602,0,538,1224,0,3665
2017-01-07T02:00:00+0100,619,3577,0,1369,0,557,963,0,4045
2017-01-07T03:00:00+0100,895,3945,0,636,0,513,802,0,4161
2017-01-07T04:00:00+0100,1007,4041,0,529,0,558,724,0,4295
2017-01-07T05:00:00+0100,1014,3885,0,421,0,498,772,0,4050
2017-01-07T06:00:00+0100,591,3575,0,27,0,515,1144,26,2508
2017-01-07T07:00:00+0100,601,3779,0,187,0,665,1621,0,2281
2017-01-07T08:00:00+0100,586,3856,0,0,0,744,1924,80,1694
2017-01-07T09:00:00+0100,494,3490,0,227,0,785,2124,0,1302
2017-01-07T10:00:00+0100,381,3135,0,776,0,750,1807,0,1735
2017-01-07T11:00:00+0100,292,3245,0,722,0,808,1944,0,1507
2017-01-07T12:00:00+0100,493,3393,0,1609,0,844,1405,0,3246
2017-01-07T13:00:00+0100,636,3379,0,1217,0,760,1533,0,2939
2017-01-07T14:00:00+0100,952,4059,0,1237,0,906,1224,0,4118
2017-01-07T15:00:00+0100,1150,4279,0,578,0,859,1044,0,4104
2017-01-07T16:00:00+0100,1283,4259,0,0,0,738,1037,222,3545
2017-01-07T17:00:00+0100,1084,3337,0,0,0,764,1987,402,1268
2017-01-07T18:00:00+0100,1012,2988,0,0,0,749,1990,558,703
2017-01-07T19:00:00+0100,846,3062,0,0,0,761,1994,591,562
2017-01-07T20:00:00+0100,881,3382,0,0,0,753,2073,283,1154
2017-01-07T21:00:00+0100,1244,3589,0,0,0,631,1566,161,2475
2017-01-07T22:00:00+0100,1216,3775,0,0,0,669,1653,141,2528
2017-01-07T23:00:00+0100,754,3624,0,258,0,690,1825,0,2121
2017-01-08T00:00:00+0100,693,3882,0,471,0,682,1041,0,3323
2017-01-08T01:00:00+0100,715,3943,0,319,0,607,960,0,3410
2017-01-08T02:00:00+0100,756,4142,0,226,0,610,876,0,3638
2017-01-08T03:00:00+0100,1079,4820,0,0,0,650,792,405,4052
2017-01-08T04:00:00+0100,1126,4800,0,0,0,573,547,948,3858
2017-01-08T05:00:00+0100,1061,4673,0,0,0,523,422,1092,3697
2017-01-08T06:00:00+0100,1005,4940,0,0,0,589,362,1475,3519
2017-01-08T07:00:00+0100,914,4747,0,0,0,560,531,1339,3231
2017-01-08T08:00:00+0100,1052,4806,0,0,0,611,783,1535,2929
2017-01-08T09:00:00+0100,1080,4137,0,0,0,665,1255,711,2586
2017-01-08T10:00:00+0100,872,3712,0,91,0,722,1335,0,2618
2017-01-08T11:00:00+0100,899,3506,0,1,0,810,1790,14,1792
2017-01-08T12:00:00+0100,779,2770,0,767,0,677,1595,0,2044
2017-01-08T13:00:00+0100,740,3091,0,696,0,673,1470,0,2384
2017-01-08T14:00:00+0100,843,3477,0,549,0,671,1176,0,3022
2017-01-08T15:00:00+0100,975,3746,0,0,0,648,1169,196,2708
2017-01-08T16:00:00+0100,923,3543,0,0,0,500,894,508,2564
2017-01-08T17:00:00+0100,920,2996,0,0,0,537,1035,486,1858
2017-01-08T18:00:00+0100,817,2606,0,0,0,684,1605,868,266
2017-01-08T19:00:00+0100,581,2389,0,0,0,517,1379,629,445
2017-01-08T20:00:00+0100,649,3213,0,0,0,588,1355,627,1292
2017-01-08T21:00:00+0100,706,3324,0,0,0,504,982,100,2444
2017-01-08T22:00:00+0100,562,2890,0,540,0,510,1192,0,2290
2017-01-08T23:00:00+0100,371,3172,0,353,0,501,1166,0,2229
2017-01-09T00:00:00+0100,669,2851,0,950,0,341,604,0,3525
2017-01-09T01:00:00+0100,784,3597,0,523,0,467,408,0,4029
2017-01-09T02:00:00+0100,925,3930,0,354,0,502,294,0,4413
2017-01-09T03:00:00+0100,1052,4407,0,0,0,568,26,221,4644
2017-01-09T04:00:00+0100,1051,4398,184,0,0,543,0,431,4659
2017-01-09T05:00:00+0100,887,4681,0,0,0,665,30,696,4177
2017-01-09T06:00:00+0100,401,3330,0,0,0,520,217,974,2020
2017-01-09T07:00:00+0100,143,2406,0,0,0,437,947,1007,158
2017-01-09T08:00:00+0100,49,2115,0,0,0,343,696,1073,52
2017-01-09T09:00:00+0100,21,2065,0,0,0,341,627,1097,21
2017-01-09T10:00:00+0100,89,2024,0,0,0,309,697,914,193
2017-01-09T11:00:00+0100,26,2023,0,0,0,315,521,430,783
2017-01-09T12:00:00+0100,0,1751,0,0,125,280,726,103,517
2017-01-09T13:00:00+0100,0,1945,0,0,64,308,526,408,639
2017-01-09T14:00:00+0100,174,2469,0,0,0,362,56,1357,868
2017-01-09T15:00:00+0100,250,2769,116,0,0,404,0,2062,669
2017-01-09T16:00:00+0100,298,3098,222,0,0,426,0,2751,441
2017-01-09T17:00:00+0100,422,2970,0,0,0,457,220,3169,-454
2017-01-09T18:00:00+0100,62,2622,0,0,0,441,364,2316,-437
2017-01-09T19:00:00+0100,32,2657,0,0,0,440,250,2064,-65
2017-01-09T20:00:00+0100,13,2806,0,0,0,437,144,2249,-11
2017-01-09T21:00:00+0100,119,3318,165,0,0,486,0,1522,1594
2017-01-09T22:00:00+0100,0,3080,0,0,40,458,112,1095,1375
2017-01-09T23:00:00+0100,221,3232,93,0,0,428,0,1652,1466
2017-01-10T00:00:00+0100,471,4024,573,0,0,603,0,1878,2587
2017-01-10T01:00:00+0100,507,4723,1210,0,0,711,0,2211,3518
2017-01-10T02:00:00+0100,552,5138,1533,0,0,818,0,2354,4051
2017-01-10T03:00:00+0100,735,5210,1871,0,0,758,0,2523,4535
2017-01-10T04:00:00+0100,721,5053,1900,0,0,748,0,2475,4451
2017-01-10T05:00:00+0100,565,4787,1569,0,0,761,0,2299,3861
2017-01-10T06:00:00+0100,413,4266,1221,0,0,639,0,2538,2723
2017-01-10T07:00:00+0100,109,3386,436,0,0,555,0,2836,540
2017-01-10T08:00:00+0100,303,3363,438,0,0,491,0,3557,56
2017-01-10T09:00:00+0100,298,3270,389,0,0,513,0,3735,-291
2017-01-10T10:00:00+0100,358,3175,351,0,0,492,0,3380,12
2017-01-10T11:00:00+0100,252,2879,321,0,0,484,0,2877,91
2017-01-10T12:00:00+0100,155,2749,375,0,0,439,0,2228,612
2017-01-10T13:00:00+0100,288,3009,601,0,0,472,0,1995,1431
2017-01-10T14:00:00+0100,359,3177,843,0,0,505,0,2692,1182
2017-01-10T15:00:00+0100,394,3058,779,0,0,528,0,3109,594
2017-01-10T16:00:00+0100,459,3170,593,0,0,530,0,3486,206
2017-01-10T17:00:00+0100,494,2715,240,0,0,412,0,3560,-523
2017-01-10T18:00:00+0100,373,2471,0,0,0,378,41,3278,-853
2017-01-10T19:00:00+0100,248,2394,46,0,0,397,0,3204,-913
2017-01-10T20:00:00+0100,126,2768,450,0,0,464,0,3075,-195
2017-01-10T21:00:00+0100,300,3106,720,0,0,553,0,2564,1009
2017-01-10T22:00:00+0100,414,3531,725,0,0,517,0,2194,1959
2017-01-10T23:00:00+0100,403,3425,541,0,0,524,0,2448,1397
2017-01-11T00:00:00+0100,749,3925,797,0,0,576,0,1910,2985
2017-01-11T01:00:00+0100,797,4210,1245,0,0,612,0,2198,3442
2017-01-11T02:00:00+0100,888,4277,1388,0,0,574,0,2458,3521
2017-01-11T03:00:00+0100,881,4612,1873,0,0,585,0,2816,3965
2017-01-11T04:00:00+0100,783,4598,1727,0,0,583,0,2981,3544
2017-01-11T05:00:00+0100,513,4410,1540,0,0,529,0,2978,2956
2017-01-11T06:00:00+0100,266,3811,669,0,0,595,0,2126,2025
2017-01-11T07:00:00+0100,9,2523,310,0,0,384,0,1630,828
2017-01-11T08:00:00+0100,0,3321,720,0,24,611,0,2707,699
2017-01-11T09:00:00+0100,82,3284,647,0,0,560,0,2808,645
2017-01-11T10:00:00+0100,0,3184,583,0,83,554,0,2236,894
2017-01-11T11:00:00+0100,0,3121,584,0,82,546,0,1637,1440
2017-01-11T12:00:00+0100,0,3081,563,0,47,535,0,739,2323
2017-01-11T13:00:00+0100,0,2997,363,0,70,500,0,719,2071
2017-01-11T14:00:00+0100,111,3069,809,0,0,449,0,1416,2124
2017-01-11T15:00:00+0100,130,3263,995,0,0,477,0,2112,1799
2017-01-11T16:00:00+0100,88,3584,948,0,0,586,0,3018,1016
2017-01-11T17:00:00+0100,99,3540,877,0,0,617,0,3294,605
2017-01-11T18:00:00+0100,0,3459,792,0,123,645,0,3182,301
2017-01-11T19:00:00+0100,0,3190,557,0,155,586,0,2695,311
2017-01-11T20:00:00+0100,0,3344,356,0,181,608,0,2428,483
2017-01-11T21:00:00+0100,0,3426,692,0,26,602,0,2079,1411
2017-01-11T22:00:00+0100,101,3205,816,0,0,489,0,1995,1638
2017-01-11T23:00:00+0100,378,3008,743,0,0,394,0,2041,1694
2017-01-12T00:00:00+0100,469,3374,878,0,0,446,0,2546,1729
2017-01-12T01:00:00+0100,581,3916,1165,0,0,546,0,2725,2391
2017-01-12T02:00:00+0100,638,4384,1315,0,0,649,0,2961,2727
2017-01-12T03:00:00+0100,797,4454,1437,0,0,654,0,2834,3200
2017-01-12T04:00:00+0100,738,4350,1419,0,0,615,0,2799,3093
2017-01-12T05:00:00+0100,654,3828,1139,0,0,502,0,2725,2394
2017-01-12T06:00:00+0100,281,3896,986,0,0,601,0,2621,1941
2017-01-12T07:00:00+0100,81,3272,854,0,0,545,0,2294,1368
2017-01-12T08:00:00+0100,0,3470,874,0,7,583,0,3036,718
2017-01-12T09:00:00+0100,0,3445,892,0,61,614,0,3281,381
2017-01-12T10:00:00+0100,0,3272,1203,0,225,540,0,2955,755
2017-01-12T11:00:00+0100,0,3364,1166,0,217,579,0,2614,1120
2017-01-12T12:00:00+0100,0,3110,927,0,150,525,0,1572,1790
2017-01-12T13:00:00+0100,80,3265,899,0,0,541,0,1688,2015
2017-01-12T14:00:00+0100,350,3500,1049,0,0,505,0,2558,1836
2017-01-12T15:00:00+0100,556,3865,809,0,0,580,0,3241,1409
2017-01-12T16:00:00+0100,512,3758,901,0,0,588,0,3646,937
2017-01-12T17:00:00+0100,582,3503,730,0,0,571,0,3449,795
2017-01-12T18:00:00+0100,467,3272,466,0,0,554,0,3427,224
2017-01-12T19:00:00+0100,545,3354,689,0,0,542,0,2805,1241
2017-01-12T20:00:00+0100,470,3898,1363,0,0,629,0,2284,2818
2017-01-12T21:00:00+0100,510,4101,1354,0,0,617,0,2597,2751
2017-01-12T22:00:00+0100,374,3959,1593,0,0,593,0,2385,2948
2017-01-12T23:00:00+0100,454,3717,1654,0,0,535,0,2131,3159
2017-01-13T00:00:00+0100,585,4041,1913,0,0,548,0,2306,3685
2017-01-13T01:00:00+0100,821,4598,1733,0,0,636,0,2668,3848
2017-01-13T02:00:00+0100,973,4217,1857,0,0,534,0,2475,4038
2017-01-13T03:00:00+0100,883,4307,1862,0,0,598,0,2427,4027
2017-01-13T04:00:00+0100,823,4288,1903,0,0,623,0,2372,4019
2017-01-13T05:00:00+0100,800,4329,1816,0,0,618,0,2606,3721
2017-01-13T06:00:00+0100,617,4758,959,0,0,717,0,3281,2336
2017-01-13T07:00:00+0100,487,4220,642,0,0,677,0,3163,1509
2017-01-13T08:00:00+0100,517,4360,492,0,0,678,0,3783,908
2017-01-13T09:00:00+0100,397,4173,657,0,0,659,0,3817,751
2017-01-13T10:00:00+0100,304,4093,768,0,0,604,0,3581,980
2017-01-13T11:00:00+0100,441,4073,652,0,0,612,0,3470,1084
2017-01-13T12:00:00+0100,272,3805,596,0,0,598,0,2503,1572
2017-01-13T13:00:00+0100,241,4214,857,0,0,654,0,2631,2027
2017-01-13T14:00:00+0100,189,4282,1058,0,0,649,0,3030,1850
2017-01-13T15:00:00+0100,316,4120,1038,0,0,626,0,3210,1638
2017-01-13T16:00:00+0100,265,3828,949,0,0,598,0,3384,1060
2017-01-13T17:00:00+0100,310,3578,945,0,0,559,0,2947,1327
2017-01-13T18:00:00+0100,37,2795,665,0,0,394,0,2484,619
2017-01-13T19:00:00+0100,153,2906,549,0,0,387,0,2552,669
2017-01-13T20:00:00+0100,243,3838,912,0,0,572,0,3056,1365
2017-01-13T21:00:00+0100,458,4045,795,0,0,613,0,2626,2059
2017-01-13T22:00:00+0100,423,4069,772,0,0,595,0,2533,2136
2017-01-13T23:00:00+0100,442,3850,747,0,0,553,0,2338,2148
2017-01-14T00:00:00+0100,405,3972,1137,0,0,586,0,1075,3853
2017-01-14T01:00:00+0100,643,4286,1396,0,0,608,0,1007,4710
2017-01-14T02:00:00+0100,583,4538,1616,0,0,639,0,1382,4716
2017-01-14T03:00:00+0100,629,4593,1545,0,0,606,0,1469,4692
2017-01-14T04:00:00+0100,624,4653,1498,0,0,627,0,1651,4497
2017-01-14T05:00:00+0100,535,4396,1343,0,0,620,0,1829,3825
2017-01-14T06:00:00+0100,565,4576,1477,0,0,674,0,2121,3823
2017-01-14T07:00:00+0100,482,4511,1322,0,0,656,0,2323,3336
2017-01-14T08:00:00+0100,431,4119,966,0,0,615,0,1624,3277
2017-01-14T09:00:00+0100,251,3499,751,0,0,543,0,1285,2673
2017-01-14T10:00:00+0100,175,3084,739,0,0,490,0,585,2923
2017-01-14T11:00:00+0100,46,3075,539,0,0,498,0,546,2616
2017-01-14T12:00:00+0100,0,2896,743,286,57,439,0,0,3429
2017-01-14T13:00:00+0100,18,3192,1210,461,0,483,0,0,4398
2017-01-14T14:00:00+0100,158,3882,1214,0,0,581,0,484,4189
2017-01-14T15:00:00+0100,231,3884,1593,0,0,549,0,783,4376
2017-01-14T16:00:00+0100,342,4175,1182,0,0,626,0,1311,3762
2017-01-14T17:00:00+0100,65,3612,1044,0,0,518,0,1004,3199
2017-01-14T18:00:00+0100,0,2882,271,0,167,450,0,733,1803
2017-01-14T19:00:00+0100,0,2963,81,0,25,460,0,986,1573
2017-01-14T20:00:00+0100,221,3118,0,0,0,442,72,841,1984
2017-01-14T21:00:00+0100,268,3435,591,0,0,469,0,473,3352
2017-01-14T22:00:00+0100,25,2986,0,0,0,406,133,424,2048
2017-01-14T23:00:00+0100,54,2934,49,0,0,379,0,331,2327
2017-01-15T00:00:00+0100,489,3393,484,202,0,426,0,0,4142
2017-01-15T01:00:00+0100,449,3506,669,541,0,427,0,0,4738
2017-01-15T02:00:00+0100,468,3548,764,402,0,440,0,0,4742
2017-01-15T03:00:00+0100,540,3670,1101,0,0,382,0,309,4620
2017-01-15T04:00:00+0100,701,4058,1195,0,0,437,0,991,4526
2017-01-15T05:00:00+0100,655,4324,1189,0,0,535,0,1077,4556
2017-01-15T06:00:00+0100,615,4374,1277,0,0,606,0,1231,4429
2017-01-15T07:00:00+0100,471,4207,1138,0,0,510,0,993,4313
2017-01-15T08:00:00+0100,389,4047,554,0,0,563,0,437,3990
2017-01-15T09:00:00+0100,395,3501,514,39,0,431,0,0,4018
2017-01-15T10:00:00+0100,326,3376,279,240,0,451,0,0,3770
2017-01-15T11:00:00+0100,434,3111,6,167,0,398,0,0,3320
2017-01-15T12:00:00+0100,239,2947,0,651,0,397,62,0,3378
2017-01-15T13:00:00+0100,360,2836,207,869,0,333,0,0,3939
2017-01-15T14:00:00+0100,412,3356,357,306,0,462,0,0,3969
2017-01-15T15:00:00+0100,460,3752,581,0,0,505,0,195,4093
2017-01-15T16:00:00+0100,568,4302,848,0,0,628,0,846,4244
2017-01-15T17:00:00+0100,497,3991,371,0,0,621,0,1174,3064
2017-01-15T18:00:00+0100,356,3267,0,0,0,507,78,768,2270
2017-01-15T19:00:00+0100,304,3257,0,0,0,509,79,585,2388
2017-01-15T20:00:00+0100,298,3606,240,0,0,529,0,332,3283
2017-01-15T21:00:00+0100,188,3436,341,0,0,503,0,160,3302
2017-01-15T22:00:00+0100,211,3454,253,31,0,509,0,0,3440
2017-01-15T23:00:00+0100,275,3336,198,508,0,443,0,0,3874
2017-01-16T00:00:00+0100,959,4527,212,0,0,615,0,534,4549
2017-01-16T01:00:00+0100,944,4595,308,0,0,627,0,583,4637
2017-01-16T02:00:00+0100,1033,4712,423,0,0,661,0,857,4650
2017-01-16T03:00:00+0100,1168,4993,615,0,0,672,0,1352,4752
2017-01-16T04:00:00+0100,1148,4962,744,0,0,596,0,1688,4570
2017-01-16T05:00:00+0100,1150,5506,773,0,0,717,0,2325,4387
2017-01-16T06:00:00+0100,1252,4671,416,0,0,629,0,2077,3633
2017-01-16T07:00:00+0100,582,2914,0,0,0,456,402,1058,1580
2017-01-16T08:00:00+0100,461,2723,0,0,0,388,306,1562,928
2017-01-16T09:00:00+0100,447,2726,0,0,0,454,426,1792,501
2017-01-16T10:00:00+0100,434,2885,0,0,0,480,434,1574,831
2017-01-16T11:00:00+0100,279,2502,0,0,0,407,363,1227,784
2017-01-16T12:00:00+0100,130,2379,0,0,0,386,355,508,1260
2017-01-16T13:00:00+0100,365,2833,0,0,0,439,186,579,1994
2017-01-16T14:00:00+0100,654,3534,66,0,0,552,0,1578,2124
2017-01-16T15:00:00+0100,758,3509,231,0,0,522,0,2265,1711
